team_a,team_b,matches,team_a_wins,team_b_wins,draws,team_a_goal_diff
Indonesia,Philippines,4,2,1,1,2
Indonesia,Saint Kitts and Nevis,1,1,0,0,4
Indonesia,Saudi Arabia,3,1,1,1,1
Indonesia,Singapore,2,1,0,1,2
Indonesia,Taiwan,3,3,0,0,10
Indonesia,Tanzania,1,0,0,1,0
Indonesia,Thailand,5,0,2,3,-7
Indonesia,Timor-Leste,2,2,0,0,6
Indonesia,Turkmenistan,1,1,0,0,2
Indonesia,United Arab Emirates,2,0,2,0,-10
Indonesia,Vanuatu,1,1,0,0,6
Indonesia,Vietnam,9,3,4,2,-4
Iran,Iraq,5,3,1,1,4
Iran,Japan,2,1,1,0,-2
Iran,Kenya,1,1,0,0,1
Iran,Kyrgyzstan,3,3,0,0,6
Iran,Lebanon,2,2,0,0,3
Iran,Mali,1,1,0,0,2
Iran,New Zealand,1,0,0,1,0
Iran,Nicaragua,1,1,0,0,1
Iran,Nigeria,1,0,1,0,-1
Iran,North Korea,2,2,0,0,4
Iran,Oman,1,1,0,0,2
Iran,Palestine,1,1,0,0,3
Iran,Qatar,3,1,2,0,1
Iran,Russia,2,0,1,1,-1
Iran,Senegal,1,0,0,1,0
Iran,South Korea,3,0,1,2,-2
Iran,Syria,5,4,0,1,12
Iran,Tanzania,1,1,0,0,2
Iran,Tunisia,1,0,1,0,-2
Iran,Turkmenistan,2,2,0,0,6
Iran,United Arab Emirates,5,5,0,0,6
Iran,United States,1,0,1,0,-1
Iran,Uruguay,1,1,0,0,1
Iran,Uzbekistan,7,2,0,5,2
Iran,Vietnam,1,1,0,0,2
Iran,Wales,1,1,0,0,2
Iran,Yemen,1,1,0,0,5
Iraq,Japan,1,1,0,0,1
Iraq,Jordan,5,1,2,2,-1
Iraq,Kuwait,4,2,0,2,2
Iraq,Lebanon,3,1,0,2,1
Iraq,Mexico,1,0,1,0,-4
Iraq,Nepal,1,1,0,0,4
Iraq,Norway,1,0,1,0,-3
Iraq,Oman,6,3,0,3,3
Iraq,Palestine,3,2,1,0,1
Iraq,Philippines,2,2,0,0,6
Iraq,Qatar,5,2,2,1,-2
Iraq,Russia,1,0,1,0,-2
Iraq,Saudi Arabia,3,1,1,1,0
Iraq,South Korea,5,0,4,1,-7
Iraq,Spain,1,0,0,1,0
Iraq,Sudan,1,1,0,0,2
Iraq,Syria,4,1,0,3,1
Iraq,Tajikistan,1,0,0,1,0
Iraq,Thailand,2,1,0,1,1
Iraq,Tunisia,1,0,1,0,-2
Iraq,Uganda,1,1,0,0,1
Iraq,United Arab Emirates,6,3,0,3,4
Iraq,Uzbekistan,3,2,0,1,2
Iraq,Venezuela,1,0,1,0,-2
Iraq,Vietnam,4,4,0,0,5
Iraq,Yemen,5,4,0,1,10
Iraq,Zambia,1,1,0,0,2
Isle of Man,Jersey,1,1,0,0,1
Isle of Man,Orkney,2,2,0,0,3
Isle of Man,Shetland,2,1,1,0,4
Isle of Man,Ynys Môn,2,0,2,0,-2
Isle of Wight,Jersey,1,0,1,0,-1
Isle of Wight,Western Isles,1,1,0,0,1
Isle of Wight,Åland Islands,1,1,0,0,2
Israel,Italy,4,0,4,0,-8
Israel,Kosovo,2,0,1,1,-1
Israel,Latvia,2,2,0,0,5
Israel,Lithuania,1,0,0,1,0
Israel,Malta,1,0,1,0,-1
Israel,Moldova,4,4,0,0,11
Israel,Montenegro,1,1,0,0,2
Israel,North Macedonia,2,0,1,1,-1
Israel,Norway,2,0,2,0,-7
Israel,Poland,2,0,2,0,-5
Israel,Portugal,1,0,1,0,-4
Israel,Romania,3,0,1,2,-1
Israel,Scotland,5,1,1,3,0
Israel,Slovakia,3,2,0,1,2
Israel,Slovenia,2,0,1,1,-1
Israel,Switzerland,2,0,1,1,-3
Israel,Zambia,1,1,0,0,2
Italy,Liechtenstein,2,2,0,0,11
Italy,Lithuania,2,2,0,0,7
Italy,Luxembourg,1,1,0,0,1
Italy,Malta,2,2,0,0,6
Italy,Moldova,3,3,0,0,10
Italy,Netherlands,3,2,0,1,2
Italy,North Macedonia,3,1,1,1,2
Italy,Northern Ireland,3,2,0,1,4
Italy,Norway,2,0,2,0,-6
Italy,Poland,2,1,0,1,2
Italy,San Marino,1,1,0,0,7
Italy,Spain,4,0,3,1,-3
Italy,Switzerland,4,1,1,2,1
Italy,Turkey,3,2,0,1,4
Italy,Ukraine,2,1,0,1,1
Italy,Venezuela,1,1,0,0,1
Italy,Wales,1,1,0,0,1
Ivory Coast,Japan,1,0,1,0,-1
Ivory Coast,Kenya,2,1,0,1,3
Ivory Coast,Lesotho,2,1,0,1,1
Ivory Coast,Liberia,1,1,0,0,1
Ivory Coast,Madagascar,2,1,0,1,1
Ivory Coast,Malawi,2,2,0,0,4
Ivory Coast,Mali,2,2,0,0,2
Ivory Coast,Morocco,2,0,1,1,-1
Ivory Coast,Mozambique,3,2,0,1,4
Ivory Coast,Namibia,1,1,0,0,3
Ivory Coast,New Zealand,1,0,1,0,-1
Ivory Coast,Niger,2,2,0,0,4
Ivory Coast,Nigeria,2,1,1,0,0
Ivory Coast,Oman,1,1,0,0,2
Ivory Coast,Rwanda,1,1,0,0,3
Ivory Coast,Saudi Arabia,1,0,1,0,-1
Ivory Coast,Scotland,1,1,0,0,1
Ivory Coast,Senegal,1,0,0,1,0
Ivory Coast,Seychelles,2,2,0,0,16
Ivory Coast,Sierra Leone,4,2,1,1,6
Ivory Coast,South Africa,2,1,0,1,1
Ivory Coast,South Korea,1,1,0,0,4
Ivory Coast,Togo,1,1,0,0,1
Ivory Coast,Tunisia,1,1,0,0,1
Ivory Coast,Uganda,1,0,1,0,-1
Ivory Coast,Uruguay,1,1,0,0,1
Ivory Coast,Zambia,5,3,2,0,3
Jamaica,Jordan,1,0,1,0,-1
Jamaica,Mexico,6,0,4,2,-6
Jamaica,New Caledonia,1,1,0,0,1
Jamaica,Nicaragua,1,1,0,0,2
Jamaica,Nigeria,2,0,1,1,-3
Jamaica,Panama,5,2,3,0,-5
Jamaica,Peru,1,0,1,0,-3
Jamaica,Qatar,1,0,1,0,-1
Jamaica,Saint Kitts and Nevis,1,1,0,0,5
Jamaica,Saint Vincent and the Grenadines,2,1,0,1,3
Jamaica,Saudi Arabia,2,1,1,0,-2
Jamaica,Serbia,1,0,0,1,0
Jamaica,South Africa,1,0,1,0,-1
Jamaica,Suriname,3,2,0,1,4
Jamaica,Trinidad and Tobago,10,5,1,4,7
Jamaica,United States,10,1,7,2,-12
Jamaica,Venezuela,1,0,1,0,-3
Japan,Jordan,1,1,0,0,5
Japan,Kyrgyzstan,2,2,0,0,6
Japan,Mexico,2,0,1,1,-2
Japan,Mongolia,2,2,0,0,20
Japan,Myanmar,4,4,0,0,22
Japan,Netherlands,1,0,0,1,0
Japan,North Korea,1,1,0,0,1
Japan,Oman,3,2,1,0,1
Japan,Panama,1,1,0,0,1
Japan,Paraguay,3,2,0,1,5
Japan,Peru,1,1,0,0,3
Japan,Qatar,1,0,1,0,-2
Japan,Saudi Arabia,5,3,1,1,4
Japan,Scotland,1,1,0,0,1
Japan,Serbia,1,1,0,0,1
Japan,South Korea,3,2,1,0,5
Japan,Spain,1,1,0,0,1
Japan,Syria,2,2,0,0,10
Japan,Tajikistan,2,2,0,0,6
Japan,Thailand,1,1,0,0,5
Japan,Trinidad and Tobago,1,0,0,1,0
Japan,Tunisia,2,1,1,0,1
Japan,Turkey,1,1,0,0,2
Japan,Turkmenistan,1,1,0,0,1
Japan,United States,2,1,1,0,0
Japan,Uruguay,2,0,0,2,0
Japan,Uzbekistan,1,1,0,0,1
Japan,Venezuela,1,0,1,0,-3
Japan,Vietnam,4,3,0,1,4
Jersey,Menorca,1,1,0,0,4
Jersey,Orkney,1,1,0,0,5
Jersey,Saint Helena,1,1,0,0,5
Jersey,Shetland,1,0,0,1,0
Jersey,Western Isles,1,1,0,0,7
Jersey,Ynys Môn,2,1,1,0,2
Jordan,Kosovo,1,1,0,0,2
Jordan,Kuwait,7,2,0,5,5
Jordan,Lebanon,1,1,0,0,1
Jordan,Malaysia,3,3,0,0,9
Jordan,Mali,1,0,1,0,-1
Jordan,Morocco,2,0,2,0,-5
Jordan,Nepal,3,3,0,0,8
Jordan,New Zealand,1,1,0,0,2
Jordan,Nigeria,1,0,0,1,0
Jordan,North Korea,3,1,0,2,1
Jordan,Norway,1,0,1,0,-6
Jordan,Oman,4,3,0,1,8
Jordan,Pakistan,2,2,0,0,10
Jordan,Palestine,4,3,0,1,8
Jordan,Paraguay,1,0,1,0,-2
Jordan,Philippines,1,1,0,0,4
Jordan,Qatar,2,1,1,0,-1
Jordan,Russia,1,0,0,1,0
Jordan,Saudi Arabia,6,4,2,0,2
Jordan,Serbia,1,0,1,0,-1
Jordan,Singapore,1,0,0,1,0
Jordan,Slovakia,1,0,1,0,-4
Jordan,South Korea,4,1,1,2,0
Jordan,Spain,1,0,1,0,-2
Jordan,Switzerland,1,0,1,0,-3
Jordan,Syria,3,3,0,0,5
Jordan,Taiwan,2,2,0,0,6
Jordan,Tajikistan,5,3,1,1,5
Jordan,Tunisia,1,0,1,0,-1
Jordan,United Arab Emirates,2,1,1,0,-3
Jordan,Uzbekistan,3,1,1,1,1
Jordan,Vietnam,2,0,0,2,0
Kazakhstan,Liechtenstein,2,2,0,0,6
Kazakhstan,Lithuania,2,1,1,0,1
Kazakhstan,Moldova,3,2,1,0,1
Kazakhstan,Montenegro,1,0,0,1,0
Kazakhstan,Namibia,1,1,0,0,2
Kazakhstan,North Macedonia,3,0,2,1,-5
Kazakhstan,Northern Ireland,2,2,0,0,2
Kazakhstan,Norway,2,0,1,1,-5
Kazakhstan,Russia,2,0,2,0,-5
Kazakhstan,San Marino,4,4,0,0,11
Kazakhstan,Scotland,2,1,1,0,1
Kazakhstan,Slovakia,2,2,0,0,2
Kazakhstan,Slovenia,4,0,4,0,-6
Kazakhstan,Tajikistan,1,1,0,0,1
Kazakhstan,Turkmenistan,1,1,0,0,2
Kazakhstan,Ukraine,2,0,0,2,0
Kazakhstan,United Arab Emirates,1,0,1,0,-1
Kazakhstan,Uzbekistan,1,0,1,0,-2
Kazakhstan,Wales,2,0,2,0,-3
Kenya,Lesotho,1,0,0,1,0
Kenya,Madagascar,1,1,0,0,1
Kenya,Mali,2,0,2,0,-6
Kenya,Mauritius,1,0,1,0,-1
Kenya,Mozambique,1,0,1,0,-1
Kenya,Namibia,2,1,0,1,1
Kenya,Pakistan,1,1,0,0,1
Kenya,Qatar,1,1,0,0,1
Kenya,Russia,1,0,0,1,0
Kenya,Rwanda,2,1,0,1,1
Kenya,Senegal,2,0,2,0,-11
Kenya,Seychelles,2,2,0,0,10
Kenya,South Sudan,2,1,1,0,0
Kenya,Tanzania,3,3,0,0,4
Kenya,Togo,2,1,0,1,1
Kenya,Uganda,3,0,0,3,0
Kenya,Zambia,1,1,0,0,1
Kenya,Zanzibar,1,0,1,0,-1
Kenya,Zimbabwe,2,0,0,2,0
Kernow,Sápmi,1,1,0,0,1
Kosovo,Lithuania,3,3,0,0,6
Kosovo,Malta,1,1,0,0,1
Kosovo,Moldova,2,1,0,1,1
Kosovo,Montenegro,2,1,0,1,2
Kosovo,North Macedonia,1,0,1,0,-1
Kosovo,Northern Ireland,2,1,1,0,0
Kosovo,Norway,1,0,1,0,-3
Kosovo,Romania,4,0,2,2,-5
Kosovo,San Marino,1,1,0,0,3
Kosovo,Slovakia,1,1,0,0,1
Kosovo,Slovenia,4,1,2,1,0
Kosovo,Spain,2,0,2,0,-4
Kosovo,Sweden,5,2,3,0,-4
Kosovo,Switzerland,5,0,1,4,-4
Kosovo,Turkey,1,0,1,0,-1
Kuwait,Kyrgyzstan,1,0,1,0,-2
Kuwait,Latvia,1,0,0,1,0
Kuwait,Lebanon,2,1,0,1,2
Kuwait,Libya,3,1,2,0,-2
Kuwait,Lithuania,1,0,0,1,0
Kuwait,Malta,1,0,1,0,-2
Kuwait,Mauritania,1,1,0,0,2
Kuwait,Nepal,6,5,0,1,14
Kuwait,Oman,4,0,3,1,-6
Kuwait,Pakistan,1,1,0,0,4
Kuwait,Palestine,3,0,2,1,-3
Kuwait,Philippines,1,1,0,0,2
Kuwait,Qatar,4,0,3,1,-6
Kuwait,Saudi Arabia,3,2,1,0,2
Kuwait,Singapore,1,1,0,0,2
Kuwait,South Korea,2,0,2,0,-6
Kuwait,Syria,2,1,0,1,1
Kuwait,Taiwan,2,2,0,0,10
Kuwait,Tajikistan,1,1,0,0,1
Kuwait,Tanzania,1,1,0,0,1
Kuwait,Thailand,1,0,0,1,0
Kuwait,Turkmenistan,1,0,0,1,0
Kuwait,Uganda,1,0,1,0,-2
Kuwait,United Arab Emirates,4,2,2,0,-1
Kuwait,Uzbekistan,1,0,1,0,-2
Kyrgyzstan,Madagascar,1,0,1,0,-3
Kyrgyzstan,Malaysia,2,0,1,1,-1
Kyrgyzstan,Mongolia,2,1,1,0,0
Kyrgyzstan,Myanmar,4,3,0,1,16
Kyrgyzstan,North Korea,2,1,0,1,1
Kyrgyzstan,Oman,4,1,1,2,0
Kyrgyzstan,Palestine,4,1,0,3,1
Kyrgyzstan,Philippines,2,1,1,0,1
Kyrgyzstan,Qatar,2,1,1,0,0
Kyrgyzstan,Russia,1,0,1,0,-1
Kyrgyzstan,Saudi Arabia,1,0,1,0,-2
Kyrgyzstan,Singapore,2,2,0,0,2
Kyrgyzstan,South Korea,1,0,1,0,-1
Kyrgyzstan,Syria,1,0,0,1,0
Kyrgyzstan,Taiwan,2,2,0,0,6
Kyrgyzstan,Tajikistan,4,0,2,2,-2
Kyrgyzstan,Thailand,1,0,1,0,-2
Kyrgyzstan,United Arab Emirates,3,0,2,1,-4
Kyrgyzstan,Uzbekistan,4,0,4,0,-6
Kyrgyzstan,Vietnam,1,1,0,0,1
Laos,Malaysia,5,0,5,0,-18
Laos,Maldives,1,0,1,0,-2
Laos,Mongolia,1,1,0,0,1
Laos,Myanmar,2,0,1,1,-1
Laos,Nepal,5,1,3,1,-3
Laos,Philippines,1,0,0,1,0
Laos,Singapore,1,0,1,0,-2
Laos,Sri Lanka,3,1,1,1,0
Laos,Thailand,1,0,0,1,0
Laos,Vietnam,5,0,5,0,-18
Latvia,Liechtenstein,3,2,0,1,3
Latvia,Lithuania,3,1,1,1,0
Latvia,Malta,2,0,1,1,-1
Latvia,Moldova,2,1,1,0,1
Latvia,Montenegro,3,0,1,2,-1
Latvia,Netherlands,2,0,2,0,-3
Latvia,North Macedonia,5,0,4,1,-8
Latvia,Norway,2,0,1,1,-2
Latvia,Poland,3,0,3,0,-7
Latvia,Republic of Ireland,1,0,1,0,-1
Latvia,San Marino,1,1,0,0,3
Latvia,Serbia,2,0,2,0,-2
Latvia,Slovenia,2,0,2,0,-6
Latvia,Turkey,4,0,3,1,-6
Latvia,Wales,2,0,2,0,-3
Lebanon,Malaysia,1,0,1,0,-1
Lebanon,Maldives,1,1,0,0,1
Lebanon,Montenegro,1,0,1,0,-1
Lebanon,Myanmar,1,1,0,0,1
Lebanon,North Korea,3,1,1,1,1
Lebanon,Oman,3,0,3,0,-4
Lebanon,Palestine,3,0,0,3,0
Lebanon,Qatar,3,0,2,1,-5
Lebanon,Saudi Arabia,2,0,2,0,-3
Lebanon,South Korea,4,0,3,1,-3
Lebanon,Sri Lanka,2,2,0,0,4
Lebanon,Sudan,2,1,1,0,0
Lebanon,Syria,3,2,1,0,-1
Lebanon,Tajikistan,2,1,1,0,0
Lebanon,Thailand,2,0,1,1,-1
Lebanon,Timor-Leste,1,1,0,0,4
Lebanon,Turkmenistan,2,1,1,0,0
Lebanon,United Arab Emirates,4,0,3,1,-3
Lebanon,Yemen,2,0,1,1,-1
Lesotho,Malawi,5,1,1,3,0
Lesotho,Mauritius,2,2,0,0,3
Lesotho,Morocco,2,0,2,0,-8
Lesotho,Mozambique,3,1,2,0,-6
Lesotho,Nigeria,4,0,3,1,-6
Lesotho,Rwanda,2,0,1,1,-1
Lesotho,Seychelles,2,1,0,1,2
Lesotho,Sierra Leone,2,0,0,2,0
Lesotho,South Africa,4,1,2,1,-4
Lesotho,Togo,1,0,1,0,-2
Lesotho,Uganda,1,0,0,1,0
Lesotho,Zambia,4,1,3,0,-4
Lesotho,Zimbabwe,3,2,0,1,3
Liberia,Libya,3,1,1,1,0
Liberia,Malawi,2,0,1,1,-1
Liberia,Mauritania,1,0,1,0,-1
Liberia,Morocco,2,0,2,0,-5
Liberia,Namibia,2,1,0,1,2
Liberia,Niger,1,0,0,1,0
Liberia,Nigeria,2,0,2,0,-4
Liberia,Sierra Leone,5,2,3,0,1
Liberia,South Africa,2,0,1,1,-1
Liberia,São Tomé and Príncipe,2,2,0,0,2
Liberia,Togo,2,1,0,1,1
Liberia,Tunisia,2,0,2,0,-4
Libya,Mauritania,3,1,1,1,-1
Libya,Mauritius,2,1,0,1,1
Libya,Morocco,1,0,0,1,0
Libya,Niger,5,3,0,2,4
Libya,Nigeria,1,0,1,0,-1
Libya,Palestine,1,0,0,1,0
Libya,Rwanda,2,1,0,1,1
Libya,South Africa,1,0,1,0,-1
Libya,Sudan,1,0,1,0,-1
Libya,Tanzania,3,2,1,0,1
Libya,Tunisia,4,0,4,0,-10
Libya,Uganda,1,0,0,1,0
Liechtenstein,Luxembourg,3,1,2,0,-2
Liechtenstein,Malta,2,0,2,0,-5
Liechtenstein,Moldova,2,0,2,0,-4
Liechtenstein,Montenegro,1,0,1,0,-1
Liechtenstein,North Macedonia,4,0,4,0,-17
Liechtenstein,Portugal,2,0,2,0,-6
Liechtenstein,Romania,3,0,2,1,-4
Liechtenstein,San Marino,4,1,2,1,-1
Liechtenstein,Scotland,1,0,1,0,-4
Liechtenstein,Slovakia,2,0,2,0,-4
Liechtenstein,Switzerland,1,0,1,0,-7
Liechtenstein,Tanzania,1,1,0,0,1
Liechtenstein,Wales,2,0,2,0,-4
Lithuania,Luxembourg,4,0,3,1,-4
Lithuania,Malta,2,0,0,2,0
Lithuania,Moldova,1,1,0,0,2
Lithuania,Montenegro,2,0,1,1,-2
Lithuania,Netherlands,2,0,2,0,-5
Lithuania,New Zealand,1,1,0,0,1
Lithuania,Northern Ireland,2,0,2,0,-4
Lithuania,Poland,2,0,2,0,-3
Lithuania,Portugal,2,0,2,0,-10
Lithuania,Republic of Ireland,1,0,1,0,-1
Lithuania,Romania,2,0,2,0,-3
Lithuania,San Marino,1,1,0,0,1
Lithuania,Serbia,4,0,4,0,-8
Lithuania,Spain,1,0,1,0,-4
Lithuania,Switzerland,2,0,2,0,-5
Lithuania,Turkey,2,0,2,0,-8
Lithuania,Ukraine,2,0,2,0,-5
Luhansk PR,South Ossetia,2,1,1,0,-1
Luxembourg,Madagascar,1,0,0,1,0
Luxembourg,Malta,1,0,1,0,-1
Luxembourg,Montenegro,2,1,1,0,0
Luxembourg,Northern Ireland,6,0,5,1,-8
Luxembourg,Norway,1,0,1,0,-1
Luxembourg,Portugal,6,0,6,0,-27
Luxembourg,Qatar,2,0,1,1,-1
Luxembourg,Republic of Ireland,3,1,1,1,-2
Luxembourg,Scotland,1,0,1,0,-1
Luxembourg,Serbia,4,0,4,0,-7
Luxembourg,Slovakia,4,0,3,1,-4
Luxembourg,Slovenia,1,0,1,0,-1
Luxembourg,Sweden,1,1,0,0,1
Luxembourg,Switzerland,1,0,1,0,-2
Luxembourg,Turkey,2,0,1,1,-2
Luxembourg,Ukraine,2,0,2,0,-2
Macau,Myanmar,3,0,2,1,-6
Macau,Singapore,1,0,1,0,-1
Macau,Sri Lanka,2,1,1,0,-2
Macau,Tanzania,1,0,1,0,-6
Madagascar,Mali,2,0,1,1,-3
Madagascar,Mauritania,2,0,2,0,-3
Madagascar,Mauritius,2,0,0,2,0
Madagascar,Morocco,1,0,1,0,-4
Madagascar,Namibia,1,0,1,0,-2
Madagascar,Niger,2,1,0,1,4
Madagascar,Nigeria,1,1,0,0,2
Madagascar,Réunion,1,1,0,0,1
Madagascar,Senegal,1,0,1,0,-2
Madagascar,Seychelles,2,1,0,1,1
Madagascar,South Africa,1,0,1,0,-1
Madagascar,Tanzania,2,0,1,1,-1
Madagascar,Tunisia,3,0,3,0,-5
Malawi,Mauritius,1,1,0,0,2
Malawi,Morocco,2,0,1,1,-1
Malawi,Mozambique,5,1,2,2,-2
Malawi,Namibia,4,2,1,1,1
Malawi,Senegal,4,0,3,1,-6
Malawi,Seychelles,2,2,0,0,5
Malawi,South Africa,2,0,0,2,0
Malawi,South Sudan,2,2,0,0,2
Malawi,São Tomé and Príncipe,2,1,1,0,1
Malawi,Tanzania,1,0,1,0,-2
Malawi,Tunisia,2,0,2,0,-3
Malawi,Uganda,2,1,1,0,-1
Malawi,Zambia,3,1,1,1,0
Malawi,Zimbabwe,3,1,0,2,1
Malaysia,Maldives,1,1,0,0,3
Malaysia,Myanmar,1,1,0,0,1
Malaysia,Nepal,3,3,0,0,5
Malaysia,New Zealand,1,0,1,0,-4
Malaysia,Oman,2,0,2,0,-4
Malaysia,Palestine,1,1,0,0,1
Malaysia,Papua New Guinea,1,1,0,0,10
Malaysia,Philippines,2,2,0,0,3
Malaysia,Singapore,4,2,1,1,3
Malaysia,Solomon Islands,1,1,0,0,3
Malaysia,South Korea,1,0,0,1,0
Malaysia,Sri Lanka,1,1,0,0,6
Malaysia,Syria,2,0,0,2,0
Malaysia,Taiwan,2,2,0,0,3
Malaysia,Tajikistan,2,1,0,1,1
Malaysia,Thailand,6,3,2,1,-1
Malaysia,Timor-Leste,3,3,0,0,11
Malaysia,Turkmenistan,2,2,0,0,3
Malaysia,United Arab Emirates,2,0,2,0,-5
Malaysia,Uzbekistan,1,0,1,0,-4
Malaysia,Vietnam,5,1,4,0,-4
Maldives,Mayotte,1,0,1,0,-2
Maldives,Nepal,1,0,1,0,-1
Maldives,Pakistan,2,1,1,0,-2
Maldives,Philippines,4,0,3,1,-6
Maldives,Réunion,1,0,1,0,-4
Maldives,Seychelles,1,0,0,1,0
Maldives,Singapore,2,0,2,0,-4
Maldives,Sri Lanka,5,3,0,2,5
Maldives,Syria,2,0,2,0,-5
Maldives,Tajikistan,2,0,2,0,-5
Maldives,Thailand,1,0,1,0,-3
Maldives,Timor-Leste,1,0,1,0,-1
Maldives,Uzbekistan,1,0,1,0,-4
Mali,Mauritania,3,3,0,0,7
Mali,Morocco,1,0,0,1,0
Mali,Mozambique,2,1,0,1,1
Mali,Namibia,3,2,0,1,2
Mali,Russia,1,0,0,1,0
Mali,Rwanda,2,2,0,0,4
Mali,Saudi Arabia,2,1,0,1,2
Mali,Senegal,2,0,2,0,-2
Mali,South Africa,2,1,1,0,1
Mali,South Sudan,3,3,0,0,9
Mali,Tunisia,7,1,2,4,-1
Mali,Uganda,3,2,0,1,2
Mali,Zambia,2,1,0,1,1
Malta,Moldova,2,1,1,0,-1
Malta,Netherlands,2,0,2,0,-12
Malta,North Macedonia,2,0,2,0,-3
Malta,Northern Ireland,1,0,1,0,-3
Malta,Norway,2,0,2,0,-3
Malta,Poland,2,0,2,0,-3
Malta,Republic of Ireland,1,0,1,0,-1
Malta,Romania,2,0,2,0,-5
Malta,Russia,2,0,2,0,-4
Malta,San Marino,3,3,0,0,5
Malta,Slovakia,3,0,2,1,-7
Malta,Slovenia,3,0,2,1,-5
Malta,Spain,2,0,2,0,-9
Malta,Sweden,2,0,2,0,-7
Malta,Ukraine,2,0,2,0,-3
Malta,Venezuela,1,0,1,0,-1
Mapuche,Maule Sur,1,0,1,0,-1
Marshall Islands,Turks and Caicos Islands,1,0,1,0,-1
Marshall Islands,United States Virgin Islands,1,0,1,0,-4
Martinique,Mexico,1,0,1,0,-1
Martinique,Panama,4,0,3,1,-9
Martinique,Puerto Rico,1,1,0,0,2
Martinique,Saint Lucia,1,1,0,0,2
Martinique,Suriname,3,0,2,1,-2
Martinique,Trinidad and Tobago,2,0,0,2,0
Martinique,United States,1,0,1,0,-5
Matabeleland,Yoruba Nation,1,0,0,1,0
Mauritania,Morocco,3,0,0,3,0
Mauritania,Mozambique,1,1,0,0,1
Mauritania,Niger,1,1,0,0,1
Mauritania,Senegal,2,0,2,0,-5
Mauritania,Sierra Leone,1,1,0,0,1
Mauritania,South Sudan,2,0,0,2,0
Mauritania,Sudan,4,2,1,1,4
Mauritania,Syria,1,1,0,0,1
Mauritania,Togo,2,1,0,1,2
Mauritania,Tunisia,8,0,4,4,-12
Mauritania,United Arab Emirates,1,0,1,0,-1
Mauritania,Yemen,1,1,0,0,2
Mauritania,Zambia,2,0,2,0,-5
Mauritius,Mayotte,1,1,0,0,1
Mauritius,Mozambique,3,0,3,0,-4
Mauritius,Nepal,2,0,2,0,-2
Mauritius,New Caledonia,1,1,0,0,2
Mauritius,Pakistan,1,1,0,0,3
Mauritius,Réunion,2,0,1,1,-1
Mauritius,Seychelles,3,1,0,2,1
Mauritius,Syria,1,0,1,0,-2
Mauritius,São Tomé and Príncipe,4,1,2,1,0
Mayotte,Réunion,2,0,1,1,-1
Mayotte,Seychelles,1,1,0,0,2
Menorca,Saint Helena,1,1,0,0,5
Menorca,Western Isles,1,0,1,0,-1
Mexico,Netherlands,1,1,0,0,1
Mexico,New Zealand,1,1,0,0,3
Mexico,Nigeria,2,2,0,0,5
Mexico,Panama,10,9,0,1,16
Mexico,Paraguay,3,1,2,0,0
Mexico,Peru,1,1,0,0,1
Mexico,Poland,1,0,0,1,0
Mexico,Portugal,1,0,0,1,0
Mexico,Qatar,1,0,1,0,-1
Mexico,Saudi Arabia,2,2,0,0,3
Mexico,Serbia,1,1,0,0,4
Mexico,South Africa,1,1,0,0,2
Mexico,South Korea,3,2,0,1,2
Mexico,Suriname,3,3,0,0,7
Mexico,Sweden,1,0,1,0,-1
Mexico,Switzerland,1,0,1,0,-2
Mexico,Trinidad and Tobago,2,1,0,1,2
Mexico,Turkey,1,1,0,0,1
Mexico,United States,11,4,5,2,-2
Mexico,Uruguay,3,0,2,1,-7
Mexico,Uzbekistan,1,0,0,1,0
Mexico,Venezuela,2,1,1,0,1
Mexico,Wales,1,0,1,0,-1
Moldova,North Macedonia,1,0,0,1,0
Moldova,Norway,2,0,2,0,-15
Moldova,Poland,3,1,1,1,-1
Moldova,Romania,2,0,2,0,-6
Moldova,Russia,1,0,0,1,0
Moldova,San Marino,1,1,0,0,1
Moldova,Scotland,2,0,2,0,-3
Moldova,Slovenia,2,0,2,0,-5
Moldova,South Korea,1,0,1,0,-4
Moldova,Sweden,2,0,2,0,-3
Moldova,Turkey,3,0,3,0,-10
Moldova,Uganda,1,0,1,0,-1
Moldova,Ukraine,1,0,1,0,-4
Mongolia,Myanmar,2,1,1,0,0
Mongolia,Palestine,1,0,1,0,-1
Mongolia,Philippines,1,0,1,0,-1
Mongolia,Singapore,1,0,1,0,-4
Mongolia,Taiwan,1,0,1,0,-4
Mongolia,Tajikistan,2,0,2,0,-4
Mongolia,Tanzania,1,0,1,0,-3
Mongolia,Timor-Leste,2,1,1,0,-1
Mongolia,Yemen,1,1,0,0,2
Montenegro,Netherlands,2,0,1,1,-4
Montenegro,North Macedonia,1,1,0,0,1
Montenegro,Norway,2,0,2,0,-3
Montenegro,Romania,2,2,0,0,5
Montenegro,Serbia,2,0,2,0,-4
Montenegro,Slovakia,2,0,0,2,0
Montenegro,Slovenia,2,0,2,0,-2
Montenegro,Turkey,4,1,2,1,0
Montenegro,Wales,2,0,2,0,-2
Montserrat,Nicaragua,3,0,3,0,-9
Montserrat,Panama,1,0,1,0,-2
Montserrat,Saint Lucia,2,1,0,1,1
Montserrat,Saint Vincent and the Grenadines,2,0,2,0,-3
Montserrat,Trinidad and Tobago,1,0,1,0,-5
Montserrat,United States Virgin Islands,1,1,0,0,4
Morocco,Mozambique,1,1,0,0,1
Morocco,Namibia,1,1,0,0,1
